Z,Age,mbol,F300W,F336W,F439W,F450W,F555W,F606W,F814W
0.0023,5.00E+09,5.182,6.573,6.153,6.274,6.053,5.551,5.292,4.641
0.0024,5.00E+09,5.183,6.592,6.169,6.284,6.063,5.557,5.296,4.641
0.0025,5.00E+09,5.186,6.61,6.183,6.295,6.071,5.563,5.301,4.643
0.0026,5.00E+09,5.191,6.628,6.197,6.305,6.081,5.57,5.308,4.648
0.0027,5.00E+09,5.193,6.645,6.211,6.315,6.09,5.575,5.312,4.649
0.0028,5.00E+09,5.195,6.661,6.224,6.324,6.098,5.581,5.316,4.651
0.0029,5.00E+09,5.199,6.677,6.237,6.334,6.106,5.587,5.322,4.654
0.003,5.00E+09,5.202,6.692,6.249,6.342,6.114,5.593,5.326,4.657
0.0031,5.00E+09,5.205,6.707,6.261,6.352,6.122,5.599,5.331,4.66
0.0032,5.00E+09,5.208,6.722,6.273,6.36,6.129,5.604,5.336,4.662
0.0033,5.00E+09,5.208,6.736,6.285,6.368,6.136,5.608,5.339,4.662
0.0034,5.00E+09,5.212,6.75,6.296,6.376,6.144,5.614,5.345,4.666
0.0035,5.00E+09,5.216,6.763,6.307,6.384,6.151,5.62,5.35,4.67
0.0036,5.00E+09,5.216,6.776,6.317,6.391,6.157,5.623,5.352,4.67
0.0037,5.00E+09,5.218,6.789,6.327,6.398,6.163,5.627,5.356,4.671
0.0038,5.00E+09,5.222,6.801,6.338,6.406,6.17,5.633,5.361,4.675
0.0039,5.00E+09,5.224,6.814,6.348,6.413,6.177,5.638,5.365,4.677
0.004,5.00E+09,5.224,6.826,6.358,6.42,6.182,5.641,5.368,4.677
0.0041,5.00E+09,5.229,6.84,6.37,6.429,6.191,5.648,5.375,4.681
0.0042,5.00E+09,5.235,6.854,6.382,6.438,6.199,5.655,5.381,4.687
0.0043,5.00E+09,5.241,6.868,6.394,6.447,6.208,5.662,5.388,4.693
0.0044,5.00E+09,5.244,6.881,6.406,6.456,6.215,5.668,5.393,4.695
0.0045,5.00E+09,5.249,6.895,6.418,6.465,6.224,5.675,5.4,4.701
0.0046,5.00E+09,5.253,6.908,6.429,6.473,6.231,5.681,5.405,4.704
0.0047,5.00E+09,5.256,6.922,6.441,6.481,6.239,5.687,5.411,4.708
0.0048,5.00E+09,5.26,6.935,6.452,6.49,6.246,5.693,5.416,4.711
0.0049,5.00E+09,5.266,6.947,6.463,6.498,6.254,5.7,5.423,4.717
0.005,5.00E+09,5.27,6.96,6.474,6.506,6.261,5.705,5.428,4.72
0.0051,5.00E+09,5.269,6.972,6.483,6.511,6.265,5.707,5.429,4.719
0.0052,5.00E+09,5.272,6.983,6.492,6.517,6.27,5.711,5.433,4.722
0.0053,5.00E+09,5.275,6.993,6.501,6.523,6.275,5.715,5.437,4.724
0.0054,5.00E+09,5.276,7.004,6.509,6.528,6.28,5.718,5.44,4.725
0.0055,5.00E+09,5.279,7.015,6.518,6.534,6.284,5.722,5.443,4.727
0.0056,5.00E+09,5.266,7.025,6.526,6.536,6.285,5.718,5.437,4.715
0.0057,5.00E+09,5.265,7.036,6.535,6.541,6.289,5.719,5.438,4.714
0.0058,5.00E+09,5.265,7.046,6.543,6.546,6.293,5.722,5.44,4.714
0.0059,5.00E+09,5.266,7.057,6.552,6.552,6.298,5.725,5.443,4.715
0.006,5.00E+09,5.268,7.068,6.561,6.558,6.303,5.729,5.447,4.717
0.0061,5.00E+09,5.271,7.08,6.572,6.566,6.31,5.735,5.452,4.72
0.0062,5.00E+09,5.275,7.093,6.583,6.574,6.318,5.742,5.459,4.725
0.0063,5.00E+09,5.28,7.105,6.595,6.583,6.326,5.749,5.465,4.729
0.0064,5.00E+09,5.286,7.117,6.606,6.592,6.335,5.757,5.473,4.736
0.0065,5.00E+09,5.299,7.129,6.617,6.603,6.346,5.769,5.486,4.749
0.0066,5.00E+09,5.313,7.14,6.627,6.611,6.354,5.778,5.495,4.761
0.0067,5.00E+09,5.317,7.151,6.636,6.618,6.36,5.782,5.5,4.765
0.0068,5.00E+09,5.32,7.161,6.645,6.624,6.366,5.787,5.504,4.768
0.0069,5.00E+09,5.323,7.171,6.654,6.63,6.371,5.792,5.509,4.771
0.007,5.00E+09,5.326,7.181,6.663,6.636,6.377,5.796,5.513,4.774
0.0071,5.00E+09,5.329,7.191,6.671,6.642,6.382,5.801,5.517,4.777
0.0072,5.00E+09,5.331,7.201,6.68,6.648,6.387,5.805,5.521,4.779
0.0073,5.00E+09,5.336,7.211,6.688,6.654,6.393,5.809,5.525,4.783
0.0074,5.00E+09,5.336,7.22,6.696,6.659,6.398,5.813,5.529,4.784
0.0075,5.00E+09,5.34,7.229,6.704,6.665,6.403,5.818,5.533,4.788
0.0076,5.00E+09,5.343,7.238,6.712,6.67,6.408,5.821,5.537,4.79
0.0077,5.00E+09,5.346,7.247,6.72,6.676,6.412,5.825,5.54,4.793
0.0078,5.00E+09,5.349,7.257,6.727,6.681,6.417,5.829,5.544,4.796
0.0079,5.00E+09,5.352,7.266,6.735,6.687,6.422,5.834,5.548,4.799
0.008,5.00E+09,5.354,7.274,6.742,6.691,6.427,5.837,5.552,4.801
0.0081,5.00E+09,5.356,7.284,6.751,6.697,6.432,5.841,5.556,4.803
0.0082,5.00E+09,5.36,7.293,6.759,6.703,6.438,5.846,5.56,4.807
0.0083,5.00E+09,5.363,7.303,6.767,6.709,6.443,5.851,5.565,4.811
0.0084,5.00E+09,5.367,7.312,6.776,6.715,6.448,5.855,5.569,4.814
0.0085,5.00E+09,5.362,7.321,6.783,6.719,6.452,5.856,5.569,4.81
0.0086,5.00E+09,5.357,7.329,6.79,6.721,6.452,5.854,5.566,4.805
0.0087,5.00E+09,5.355,7.337,6.795,6.724,6.454,5.855,5.567,4.803
0.0088,5.00E+09,5.354,7.344,6.801,6.726,6.455,5.855,5.566,4.802
0.0089,5.00E+09,5.353,7.352,6.807,6.728,6.456,5.855,5.566,4.8
0.009,5.00E+09,5.351,7.359,6.813,6.731,6.458,5.855,5.566,4.798
0.0091,5.00E+09,5.35,7.366,6.818,6.733,6.459,5.855,5.566,4.797
0.0092,5.00E+09,5.349,7.374,6.823,6.735,6.461,5.856,5.566,4.796
0.0093,5.00E+09,5.347,7.381,6.829,6.738,6.463,5.856,5.566,4.795
0.0094,5.00E+09,5.349,7.39,6.837,6.743,6.467,5.86,5.569,4.797
0.0095,5.00E+09,5.352,7.399,6.844,6.748,6.472,5.863,5.573,4.799
0.0096,5.00E+09,5.318,7.407,6.85,6.747,6.468,5.854,5.561,4.771
0.0097,5.00E+09,5.306,7.414,6.856,6.746,6.466,5.847,5.553,4.759
0.0098,5.00E+09,5.3,7.421,6.861,6.747,6.465,5.844,5.549,4.753
0.0099,5.00E+09,5.296,7.428,6.866,6.748,6.465,5.843,5.547,4.75
0.01,5.00E+09,5.295,7.436,6.872,6.75,6.466,5.843,5.547,4.748
0.0101,5.00E+09,5.3,7.441,6.876,6.752,6.468,5.844,5.548,4.752
0.0102,5.00E+09,5.297,7.448,6.881,6.754,6.469,5.844,5.548,4.749
0.0103,5.00E+09,5.3,7.455,6.887,6.757,6.472,5.847,5.55,4.752
0.0104,5.00E+09,5.299,7.462,6.892,6.76,6.475,5.848,5.551,4.752
0.0105,5.00E+09,5.302,7.469,6.898,6.764,6.478,5.851,5.555,4.755
0.0106,5.00E+09,5.303,7.477,6.904,6.767,6.481,5.853,5.556,4.755
0.0107,5.00E+09,5.304,7.484,6.91,6.771,6.484,5.856,5.559,4.757
0.0108,5.00E+09,5.305,7.491,6.916,6.775,6.488,5.858,5.561,4.758
0.0109,5.00E+09,5.305,7.498,6.922,6.779,6.491,5.861,5.564,4.759
0.011,5.00E+09,5.309,7.506,6.928,6.783,6.495,5.865,5.567,4.762
0.0111,5.00E+09,5.31,7.513,6.934,6.787,6.498,5.867,5.57,4.764
0.0112,5.00E+09,5.313,7.52,6.94,6.791,6.502,5.871,5.574,4.767
0.0113,5.00E+09,5.317,7.528,6.947,6.795,6.506,5.874,5.577,4.77
0.0114,5.00E+09,5.318,7.535,6.953,6.799,6.51,5.878,5.58,4.772
0.0115,5.00E+09,5.321,7.542,6.958,6.803,6.513,5.881,5.583,4.775
0.0116,5.00E+09,5.323,7.549,6.965,6.808,6.517,5.884,5.586,4.777
0.0117,5.00E+09,5.324,7.557,6.971,6.811,6.52,5.886,5.588,4.778
0.0118,5.00E+09,5.327,7.564,6.977,6.816,6.524,5.89,5.592,4.781
0.0119,5.00E+09,5.329,7.571,6.983,6.82,6.528,5.893,5.595,4.783
0.012,5.00E+09,5.331,7.578,6.989,6.824,6.532,5.896,5.598,4.786
0.0121,5.00E+09,5.333,7.585,6.995,6.828,6.535,5.899,5.601,4.788
0.0122,5.00E+09,5.338,7.592,7,6.832,6.539,5.903,5.605,4.792
0.0123,5.00E+09,5.338,7.599,7.006,6.836,6.543,5.906,5.607,4.793
0.0124,5.00E+09,5.34,7.606,7.012,6.84,6.547,5.909,5.61,4.796
0.0125,5.00E+09,5.344,7.613,7.018,6.844,6.55,5.912,5.614,4.799
0.0126,5.00E+09,5.347,7.62,7.024,6.848,6.554,5.915,5.617,4.802
0.0127,5.00E+09,5.349,7.627,7.029,6.852,6.557,5.918,5.619,4.804
0.0128,5.00E+09,5.35,7.633,7.035,6.855,6.56,5.921,5.622,4.806
0.0129,5.00E+09,5.353,7.64,7.041,6.859,6.564,5.924,5.625,4.809
0.013,5.00E+09,5.354,7.647,7.046,6.863,6.567,5.927,5.628,4.81
0.0131,5.00E+09,5.357,7.653,7.052,6.867,6.571,5.93,5.631,4.813
0.0132,5.00E+09,5.359,7.66,7.057,6.87,6.574,5.933,5.634,4.815
0.0133,5.00E+09,5.361,7.666,7.063,6.874,6.578,5.936,5.637,4.818
0.0134,5.00E+09,5.365,7.673,7.068,6.878,6.581,5.939,5.64,4.821
0.0135,5.00E+09,5.367,7.679,7.074,6.882,6.585,5.942,5.643,4.824
0.0136,5.00E+09,5.368,7.686,7.079,6.885,6.588,5.945,5.645,4.825
0.0137,5.00E+09,5.37,7.692,7.085,6.889,6.591,5.948,5.648,4.827
0.0138,5.00E+09,5.37,7.699,7.09,6.893,6.595,5.951,5.651,4.828
0.0139,5.00E+09,5.372,7.705,7.096,6.896,6.598,5.953,5.653,4.83
0.014,5.00E+09,5.373,7.711,7.101,6.9,6.601,5.956,5.656,4.832
0.0141,5.00E+09,5.376,7.717,7.106,6.904,6.605,5.959,5.659,4.835
0.0142,5.00E+09,5.377,7.724,7.111,6.907,6.608,5.962,5.662,4.836
0.0143,5.00E+09,5.381,7.73,7.116,6.911,6.611,5.965,5.665,4.84
0.0144,5.00E+09,5.381,7.736,7.121,6.914,6.615,5.968,5.667,4.841
0.0145,5.00E+09,5.382,7.742,7.127,6.918,6.618,5.97,5.669,4.842
0.0146,5.00E+09,5.382,7.748,7.131,6.921,6.62,5.972,5.671,4.842
0.0147,5.00E+09,5.38,7.754,7.136,6.924,6.623,5.973,5.672,4.841
0.0148,5.00E+09,5.381,7.76,7.141,6.927,6.625,5.975,5.674,4.842
0.0149,5.00E+09,5.38,7.766,7.146,6.93,6.628,5.977,5.676,4.842
0.015,5.00E+09,5.38,7.771,7.151,6.932,6.63,5.979,5.677,4.842
0.0151,5.00E+09,5.378,7.777,7.155,6.935,6.632,5.98,5.677,4.841
0.0152,5.00E+09,5.379,7.783,7.16,6.938,6.635,5.982,5.679,4.842
0.0153,5.00E+09,5.378,7.788,7.165,6.94,6.637,5.983,5.68,4.842
0.0154,5.00E+09,5.378,7.794,7.169,6.943,6.639,5.985,5.681,4.842
0.0155,5.00E+09,5.378,7.799,7.174,6.945,6.641,5.986,5.682,4.842
0.0156,5.00E+09,5.378,7.805,7.178,6.948,6.643,5.987,5.683,4.842
0.0157,5.00E+09,5.378,7.81,7.182,6.95,6.645,5.988,5.684,4.842
0.0158,5.00E+09,5.377,7.816,7.187,6.953,6.647,5.99,5.686,4.843
0.0159,5.00E+09,5.378,7.821,7.191,6.955,6.649,5.991,5.687,4.843
0.016,5.00E+09,5.377,7.826,7.195,6.957,6.651,5.992,5.687,4.843
0.0161,5.00E+09,5.377,7.831,7.2,6.96,6.653,5.993,5.689,4.843
0.0162,5.00E+09,5.377,7.837,7.204,6.962,6.655,5.994,5.689,4.843
0.0163,5.00E+09,5.377,7.842,7.208,6.965,6.657,5.996,5.691,4.844
0.0164,5.00E+09,5.376,7.847,7.212,6.967,6.659,5.997,5.691,4.843
0.0165,5.00E+09,5.376,7.852,7.216,6.969,6.661,5.998,5.693,4.844
0.0166,5.00E+09,5.376,7.857,7.22,6.971,6.663,5.999,5.693,4.843
0.0167,5.00E+09,5.373,7.861,7.224,6.973,6.664,6,5.694,4.842
0.0168,5.00E+09,5.371,7.866,7.228,6.975,6.666,6.001,5.694,4.841
0.0169,5.00E+09,5.372,7.872,7.233,6.977,6.668,6.002,5.695,4.841
0.017,5.00E+09,5.37,7.876,7.236,6.979,6.669,6.003,5.696,4.84
0.0171,5.00E+09,5.374,7.881,7.241,6.983,6.673,6.006,5.699,4.844
0.0172,5.00E+09,5.377,7.887,7.246,6.988,6.677,6.011,5.704,4.848
0.0173,5.00E+09,5.382,7.893,7.251,6.994,6.684,6.018,5.711,4.854
0.0174,5.00E+09,5.411,7.899,7.257,7.002,6.693,6.031,5.725,4.879
0.0175,5.00E+09,5.41,7.904,7.26,7.003,6.694,6.03,5.725,4.877
0.0176,5.00E+09,5.409,7.908,7.263,7.004,6.695,6.03,5.725,4.876
0.0177,5.00E+09,5.408,7.913,7.267,7.006,6.696,6.031,5.725,4.876
0.0178,5.00E+09,5.406,7.917,7.27,7.008,6.698,6.032,5.726,4.875
0.0179,5.00E+09,5.406,7.921,7.274,7.01,6.699,6.033,5.727,4.875
0.018,5.00E+09,5.406,7.925,7.277,7.012,6.701,6.034,5.727,4.875
0.0181,5.00E+09,5.405,7.928,7.28,7.013,6.702,6.035,5.728,4.875
0.0182,5.00E+09,5.406,7.931,7.282,7.015,6.704,6.037,5.73,4.876
0.0183,5.00E+09,5.407,7.933,7.285,7.017,6.706,6.038,5.731,4.877
0.0184,5.00E+09,5.406,7.936,7.287,7.018,6.707,6.04,5.733,4.877
0.0185,5.00E+09,5.407,7.94,7.29,7.02,6.709,6.041,5.734,4.879
0.0186,5.00E+09,5.408,7.943,7.293,7.023,6.711,6.043,5.736,4.88
0.0187,5.00E+09,5.411,7.947,7.297,7.025,6.714,6.046,5.739,4.884
0.0188,5.00E+09,5.413,7.951,7.3,7.028,6.716,6.048,5.741,4.885
0.0189,5.00E+09,5.415,7.957,7.305,7.031,6.72,6.051,5.744,4.888
0.019,5.00E+09,5.417,7.962,7.309,7.035,6.723,6.054,5.747,4.89
0.0191,5.00E+09,5.42,7.968,7.314,7.038,6.726,6.057,5.75,4.893
0.0192,5.00E+09,5.422,7.974,7.32,7.042,6.73,6.06,5.752,4.895
0.0193,5.00E+09,5.423,7.98,7.325,7.045,6.733,6.062,5.754,4.897
0.0194,5.00E+09,5.424,7.986,7.33,7.048,6.735,6.064,5.755,4.898
0.0195,5.00E+09,5.413,7.991,7.334,7.048,6.734,6.061,5.752,4.889
0.0196,5.00E+09,5.411,7.998,7.339,7.051,6.736,6.061,5.752,4.888
0.0197,5.00E+09,5.411,8.004,7.345,7.054,6.738,6.063,5.753,4.888
0.0198,5.00E+09,5.405,8.009,7.349,7.054,6.738,6.06,5.75,4.882
0.0199,5.00E+09,5.397,8.013,7.352,7.054,6.737,6.058,5.747,4.876
0.02,5.00E+09,5.392,8.017,7.355,7.054,6.736,6.056,5.744,4.872
0.0201,5.00E+09,5.391,8.02,7.358,7.055,6.737,6.057,5.745,4.872
0.0202,5.00E+09,5.391,8.025,7.361,7.057,6.738,6.057,5.745,4.872
0.0203,5.00E+09,5.391,8.028,7.364,7.058,6.739,6.057,5.745,4.872
0.0204,5.00E+09,5.391,8.032,7.367,7.059,6.74,6.058,5.746,4.872
0.0205,5.00E+09,5.391,8.037,7.371,7.061,6.741,6.058,5.746,4.872
0.0206,5.00E+09,5.391,8.041,7.374,7.063,6.743,6.059,5.746,4.872
0.0207,5.00E+09,5.388,8.044,7.377,7.063,6.743,6.059,5.745,4.87
0.0208,5.00E+09,5.387,8.049,7.381,7.065,6.743,6.058,5.744,4.869
0.0209,5.00E+09,5.38,8.053,7.384,7.066,6.744,6.057,5.743,4.864
0.021,5.00E+09,5.381,8.057,7.388,7.068,6.746,6.059,5.745,4.865
0.0211,5.00E+09,5.382,8.061,7.391,7.07,6.748,6.061,5.746,4.866
0.0212,5.00E+09,5.383,8.066,7.395,7.072,6.75,6.062,5.747,4.867
0.0213,5.00E+09,5.382,8.07,7.399,7.074,6.752,6.063,5.748,4.867
0.0214,5.00E+09,5.381,8.074,7.402,7.076,6.753,6.064,5.749,4.867
0.0215,5.00E+09,5.381,8.079,7.406,7.079,6.755,6.066,5.75,4.867
0.0216,5.00E+09,5.382,8.083,7.409,7.081,6.757,6.067,5.751,4.868
0.0217,5.00E+09,5.383,8.087,7.413,7.083,6.759,6.068,5.753,4.869
0.0218,5.00E+09,5.384,8.091,7.417,7.085,6.761,6.07,5.754,4.87
0.0219,5.00E+09,5.384,8.095,7.42,7.087,6.763,6.071,5.755,4.871
0.022,5.00E+09,5.384,8.099,7.424,7.089,6.765,6.073,5.757,4.872
0.0221,5.00E+09,5.385,8.103,7.427,7.091,6.766,6.074,5.758,4.872
0.0222,5.00E+09,5.385,8.107,7.431,7.093,6.768,6.075,5.759,4.873
0.0223,5.00E+09,5.386,8.111,7.434,7.095,6.77,6.076,5.76,4.874
0.0224,5.00E+09,5.387,8.115,7.438,7.097,6.772,6.078,5.761,4.875
0.0225,5.00E+09,5.387,8.119,7.441,7.1,6.774,6.079,5.762,4.876
0.0226,5.00E+09,5.387,8.123,7.445,7.101,6.775,6.081,5.764,4.876
0.0227,5.00E+09,5.387,8.127,7.448,7.103,6.777,6.082,5.765,4.877
0.0228,5.00E+09,5.387,8.131,7.451,7.105,6.779,6.083,5.766,4.877
0.0229,5.00E+09,5.387,8.135,7.455,7.107,6.78,6.084,5.767,4.877
0.023,5.00E+09,5.388,8.139,7.458,7.109,6.782,6.086,5.768,4.879
0.0231,5.00E+09,5.389,8.142,7.461,7.111,6.784,6.087,5.769,4.88
0.0232,5.00E+09,5.389,8.146,7.465,7.113,6.785,6.088,5.77,4.88
0.0233,5.00E+09,5.39,8.15,7.468,7.115,6.787,6.09,5.772,4.882
0.0234,5.00E+09,5.392,8.154,7.471,7.117,6.789,6.091,5.773,4.883
0.0235,5.00E+09,5.391,8.157,7.475,7.119,6.791,6.092,5.774,4.883
0.0236,5.00E+09,5.392,8.161,7.478,7.121,6.792,6.093,5.775,4.884
0.0237,5.00E+09,5.416,8.165,7.481,7.124,6.796,6.097,5.779,4.898
0.0238,5.00E+09,5.427,8.17,7.485,7.128,6.8,6.102,5.784,4.908
0.0239,5.00E+09,5.434,8.173,7.489,7.132,6.804,6.107,5.789,4.915
0.024,5.00E+09,5.437,8.177,7.493,7.135,6.808,6.111,5.793,4.919
0.0241,5.00E+09,5.441,8.181,7.496,7.138,6.811,6.115,5.798,4.923
0.0242,5.00E+09,5.444,8.185,7.5,7.142,6.814,6.118,5.801,4.927
0.0243,5.00E+09,5.447,8.189,7.503,7.144,6.817,6.121,5.804,4.93
0.0244,5.00E+09,5.449,8.193,7.507,7.147,6.82,6.124,5.807,4.933
0.0245,5.00E+09,5.451,8.197,7.51,7.15,6.823,6.127,5.81,4.935
0.0246,5.00E+09,5.454,8.2,7.514,7.153,6.825,6.129,5.812,4.938
0.0247,5.00E+09,5.456,8.204,7.517,7.155,6.828,6.131,5.814,4.94
0.0248,5.00E+09,5.457,8.208,7.52,7.158,6.83,6.134,5.816,4.941
0.0249,5.00E+09,5.458,8.211,7.524,7.161,6.833,6.136,5.818,4.943
0.025,5.00E+09,5.46,8.215,7.527,7.163,6.835,6.138,5.82,4.945
0.0251,5.00E+09,5.459,8.218,7.53,7.165,6.836,6.139,5.821,4.945
0.0252,5.00E+09,5.461,8.222,7.533,7.167,6.839,6.141,5.824,4.947
0.0253,5.00E+09,5.463,8.225,7.536,7.17,6.841,6.143,5.825,4.949
0.0254,5.00E+09,5.464,8.229,7.54,7.172,6.843,6.145,5.827,4.95
0.0255,5.00E+09,5.465,8.232,7.543,7.174,6.845,6.147,5.829,4.951
0.0256,5.00E+09,5.465,8.236,7.546,7.176,6.847,6.149,5.831,4.952
0.0257,5.00E+09,5.468,8.239,7.549,7.179,6.849,6.151,5.833,4.955
0.0258,5.00E+09,5.467,8.242,7.552,7.18,6.851,6.152,5.834,4.955
0.0259,5.00E+09,5.467,8.245,7.555,7.183,6.853,6.154,5.836,4.956
0.026,5.00E+09,5.47,8.249,7.558,7.185,6.855,6.156,5.838,4.958
0.0261,5.00E+09,5.471,8.252,7.561,7.187,6.857,6.157,5.839,4.959
0.0262,5.00E+09,5.473,8.255,7.564,7.189,6.859,6.159,5.841,4.962
0.0263,5.00E+09,5.471,8.258,7.566,7.191,6.861,6.161,5.842,4.962
0.0264,5.00E+09,5.472,8.261,7.569,7.193,6.863,6.162,5.844,4.963
0.0265,5.00E+09,5.473,8.264,7.572,7.195,6.864,6.164,5.845,4.964
0.0266,5.00E+09,5.474,8.266,7.574,7.196,6.866,6.165,5.846,4.965
0.0267,5.00E+09,5.474,8.27,7.577,7.198,6.868,6.166,5.848,4.966
0.0268,5.00E+09,5.475,8.272,7.579,7.2,6.869,6.168,5.849,4.967
0.0269,5.00E+09,5.476,8.275,7.582,7.201,6.871,6.169,5.85,4.968
0.027,5.00E+09,5.476,8.278,7.585,7.203,6.873,6.171,5.852,4.969
0.0271,5.00E+09,5.477,8.281,7.587,7.205,6.875,6.172,5.853,4.97
0.0272,5.00E+09,5.476,8.284,7.59,7.207,6.876,6.174,5.854,4.97
0.0273,5.00E+09,5.477,8.286,7.592,7.209,6.878,6.175,5.856,4.972
0.0274,5.00E+09,5.478,8.289,7.595,7.21,6.879,6.176,5.857,4.972
0.0275,5.00E+09,5.479,8.292,7.597,7.212,6.881,6.178,5.858,4.974
0.0276,5.00E+09,5.48,8.295,7.6,7.214,6.882,6.179,5.859,4.975
0.0277,5.00E+09,5.48,8.297,7.602,7.215,6.883,6.18,5.86,4.976
0.0278,5.00E+09,5.48,8.3,7.605,7.216,6.885,6.181,5.861,4.976
0.0279,5.00E+09,5.481,8.302,7.607,7.218,6.886,6.182,5.862,4.977
0.028,5.00E+09,5.48,8.305,7.609,7.219,6.887,6.183,5.863,4.977
0.0281,5.00E+09,5.48,8.307,7.611,7.221,6.889,6.184,5.864,4.978
0.0282,5.00E+09,5.48,8.31,7.614,7.222,6.89,6.185,5.865,4.978
0.0283,5.00E+09,5.481,8.313,7.616,7.224,6.891,6.186,5.866,4.979
0.0284,5.00E+09,5.483,8.316,7.619,7.226,6.893,6.187,5.867,4.98
0.0285,5.00E+09,5.483,8.317,7.62,7.226,6.894,6.188,5.868,4.981
0.0286,5.00E+09,5.483,8.318,7.621,7.227,6.895,6.189,5.869,4.982
0.0287,5.00E+09,5.484,8.319,7.623,7.228,6.895,6.19,5.869,4.982
0.0288,5.00E+09,5.485,8.321,7.624,7.229,6.897,6.191,5.87,4.984
0.0289,5.00E+09,5.486,8.322,7.626,7.23,6.898,6.192,5.871,4.984
0.029,5.00E+09,5.486,8.325,7.628,7.232,6.899,6.193,5.872,4.985
0.0291,5.00E+09,5.487,8.326,7.629,7.233,6.9,6.194,5.873,4.986
0.0292,5.00E+09,5.488,8.327,7.63,7.234,6.901,6.195,5.874,4.987
0.0293,5.00E+09,5.487,8.327,7.631,7.234,6.901,6.195,5.874,4.987
0.0294,5.00E+09,5.487,8.327,7.631,7.235,6.902,6.195,5.875,4.987
0.0295,5.00E+09,5.487,8.328,7.633,7.235,6.903,6.196,5.875,4.987
0.0296,5.00E+09,5.487,8.335,7.639,7.239,6.906,6.198,5.877,4.987
0.0297,5.00E+09,5.489,8.345,7.647,7.244,6.91,6.202,5.88,4.99
0.0298,5.00E+09,5.49,8.356,7.657,7.25,6.916,6.205,5.883,4.991
0.0299,5.00E+09,5.493,8.367,7.667,7.256,6.921,6.209,5.887,4.994
0.03,5.00E+09,5.495,8.377,7.675,7.262,6.926,6.213,5.89,4.996
