1721.895,434.642,180.4524557,-18.8903597,107,25.37,0.06,24.393,0.068,-0.01,0.003,0.24757,24.222,0.068,0.977,0,-999,-999,-999,-999,-999,-999,-999,0
1638.754,1069.285,180.4548985,-18.8727309,1934,24.873,0.069,23.265,0.045,0,0.005,0.69935,23.265,0.045,1.608,1,-999,-999,-999,-999,-999,-999,-999,0
1637.792,1069.142,180.4549267,-18.8727349,1906,25.163,0.091,23.032,0.037,0,0.005,0.86739,23.032,0.037,2.131,1,-999,-999,-999,-999,-999,-999,-999,0
1635.703,1070.675,180.4549881,-18.8726923,1954,24.524,0.067,23.218,0.059,0.002,0.007,0.73041,23.218,0.059,1.306,1,-999,-999,-999,-999,-999,-999,-999,0
1633.435,1103.827,180.4550547,-18.8717714,2260,24.577,0.078,23.243,0.066,0.011,0.008,0.71359,23.243,0.066,1.334,1,-999,-999,-999,-999,-999,-999,-999,0
1583.783,520.698,180.4565108,-18.8879696,207,25.746,0.074,24.588,0.072,-0.006,0.002,0.2069,24.417,0.072,1.158,0,-999,-999,-999,-999,-999,-999,-999,0
1577.689,1031.866,180.456691,-18.8737705,1586,24.867,0.1,23.262,0.066,0.003,0.008,0.70125,23.262,0.066,1.605,1,-999,-999,-999,-999,-999,-999,-999,0
1571.126,1094.112,180.4568839,-18.8720415,2173,24.806,0.099,23.387,0.078,0.012,0.008,0.62526,23.387,0.078,1.419,1,-999,-999,-999,-999,-999,-999,-999,0
1551.901,1693.741,180.4574497,-18.8553852,5251,20.763,0.003,19.884,0.002,-0.009,0.003,15.742,19.713,0.003,0.879,0,-999,-999,-999,-999,-999,-999,-999,0
1543.004,1654.895,180.4577107,-18.8564642,5235,24.067,0.02,22.614,0.014,-0.008,0.003,1.2745,22.614,0.014,1.453,1,-999,-999,-999,-999,-999,-999,-999,0
1542.378,1206.448,180.457728,-18.8689211,3193,23.966,0.043,23.084,0.057,0.01,0.008,0.82614,22.913,0.057,0.882,0,-999,-999,-999,-999,-999,-999,-999,0
1535.178,1651.826,180.4579405,-18.8565495,5232,25.527,0.07,24.516,0.078,-0.008,0.003,0.2211,24.345,0.078,1.011,0,-999,-999,-999,-999,-999,-999,-999,0
1534.753,104.287,180.4579493,-18.8995367,1,25.581,0.081,24.614,0.095,0.001,0.003,0.20201,24.443,0.095,0.967,0,-999,-999,-999,-999,-999,-999,-999,0
1526.546,1660.011,180.4581938,-18.8563222,5239,25.343,0.061,24.27,0.063,-0.008,0.003,0.27714,24.099,0.063,1.073,0,-999,-999,-999,-999,-999,-999,-999,0
1521.456,1666.213,180.4583433,-18.8561499,5243,24.55,0.03,23.575,0.032,-0.008,0.003,0.52575,23.404,0.032,0.975,0,-999,-999,-999,-999,-999,-999,-999,0
1519.906,1137.161,180.4583876,-18.8708458,2552,24.323,0.078,22.855,0.059,0.021,0.01,1.0204,22.855,0.059,1.468,1,-999,-999,-999,-999,-999,-999,-999,0
1516.852,1139.66,180.4584772,-18.8707764,2580,23.816,0.045,22.435,0.036,0.021,0.009,1.5026,22.435,0.036,1.381,1,-999,-999,-999,-999,-999,-999,-999,0
1503.499,1190.242,180.4588693,-18.8693713,3040,21.556,0.01,20.214,0.009,0.031,0.017,11.623,20.214,0.009,1.342,1,-999,-999,-999,-999,-999,-999,-999,0
1503.041,1196.533,180.4588828,-18.8691966,3103,23.952,0.092,22.433,0.066,0.027,0.017,1.5048,22.433,0.066,1.519,1,-999,-999,-999,-999,-999,-999,-999,0
1497.616,1181.738,180.459042,-18.8696076,2960,23.478,0.083,20.948,0.024,0.05,0.024,5.9084,20.948,0.024,2.53,1,-999,-999,-999,-999,-999,-999,-999,0
1495.521,1183.944,180.4591035,-18.8695463,2986,21.691,0.016,20.217,0.012,0.05,0.023,11.585,20.217,0.012,1.474,1,-999,-999,-999,-999,-999,-999,-999,0
1495.467,1660.179,180.4591061,-18.8563176,5238,25.911,0.091,24.821,0.094,-0.008,0.003,0.16693,24.65,0.094,1.09,0,-999,-999,-999,-999,-999,-999,-999,0
1492.295,1123.346,180.4591981,-18.8712296,2446,22.658,0.027,21.352,0.024,0.034,0.016,4.0737,21.352,0.024,1.306,1,-999,-999,-999,-999,-999,-999,-999,0
1490.376,1066.315,180.4592543,-18.8728138,1895,23.572,0.057,22.509,0.062,0.034,0.015,1.4035,22.338,0.062,1.063,0,-999,-999,-999,-999,-999,-999,-999,0
1490.224,1124.842,180.4592589,-18.871188,2453,23.618,0.07,21.474,0.028,0.036,0.017,3.6412,21.474,0.028,2.144,1,-999,-999,-999,-999,-999,-999,-999,0
1484.815,1108.241,180.4594176,-18.8716492,2292,21.955,0.023,19.827,0.01,0.051,0.027,16.598,19.827,0.01,2.128,1,-999,-999,-999,-999,-999,-999,-999,0
1482.798,1189.414,180.459477,-18.8693944,3032,22.938,0.07,21.814,0.072,0.058,0.033,2.663,21.643,0.072,1.124,0,-999,-999,-999,-999,-999,-999,-999,0
1482.015,1111.996,180.4594998,-18.8715449,2363,20.642,0.007,18.714,0.003,0.054,0.024,46.277,18.714,0.003,1.928,1,-999,-999,-999,-999,-999,-999,-999,0
1481.94,1109.614,180.459502,-18.8716111,2306,20.506,0.006,18.811,0.004,0.056,0.027,42.309,18.811,0.004,1.695,1,-999,-999,-999,-999,-999,-999,-999,0
1481.622,1112.322,180.4595114,-18.8715358,2338,20.622,0.006,18.726,0.003,0.054,0.024,45.761,18.726,0.003,1.896,1,-999,-999,-999,-999,-999,-999,-999,0
1477.814,1122.322,180.4596232,-18.8712581,2430,22.594,0.045,21.732,0.059,0.059,0.029,2.8697,21.561,0.059,0.862,0,-999,-999,-999,-999,-999,-999,-999,0
1475.854,1100.723,180.4596807,-18.871858,2222,20.767,0.013,19.339,0.01,0.083,0.045,26.015,19.339,0.01,1.428,1,-999,-999,-999,-999,-999,-999,-999,0
1474.238,1093.742,180.4597281,-18.872052,2171,20.474,0.013,19.267,0.012,0.076,0.057,27.804,19.096,0.012,1.207,0,-999,-999,-999,-999,-999,-999,-999,0
1473.782,1102.582,180.4597415,-18.8718064,2256,22.023,0.042,19.456,0.012,0.095,0.046,23.359,19.456,0.012,2.567,1,-999,-999,-999,-999,-999,-999,-999,0
1472.381,1098.181,180.4597826,-18.8719287,2199,21.468,0.027,19.501,0.013,0.093,0.049,22.411,19.501,0.013,1.967,1,-999,-999,-999,-999,-999,-999,-999,0
1472.151,1101.522,180.4597894,-18.8718359,2234,21.729,0.034,19.578,0.013,0.099,0.047,20.87,19.578,0.013,2.151,1,-999,-999,-999,-999,-999,-999,-999,0
1470.119,1141.9,180.4598491,-18.8707142,2596,23.574,0.085,21.939,0.055,0.058,0.022,2.3734,21.939,0.055,1.635,1,-999,-999,-999,-999,-999,-999,-999,0
1469.262,1144.102,180.4598743,-18.8706531,2615,23.424,0.07,21.67,0.04,0.056,0.021,3.0389,21.67,0.04,1.754,1,-999,-999,-999,-999,-999,-999,-999,0
1468.627,556.956,180.4598917,-18.8869627,264,25.097,0.049,24.048,0.052,-0.001,0.003,0.34023,23.877,0.052,1.049,0,-999,-999,-999,-999,-999,-999,-999,0
1466.953,1100.104,180.459942,-18.8718752,2217,21.166,0.018,19.956,0.018,0.103,0.044,14.732,19.785,0.018,1.21,0,-999,-999,-999,-999,-999,-999,-999,0
1466.902,1104.455,180.4599435,-18.8717544,2255,22.406,0.059,20.516,0.03,0.104,0.044,8.801,20.516,0.03,1.89,1,-999,-999,-999,-999,-999,-999,-999,0
1466.617,1169.252,180.459952,-18.8699545,5274,18.047,0.001,17.097,0.002,0.143,0.054,205.18,16.926,0.003,0.95,4,-999,-999,-999,-999,-999,-999,-999,0
1466.482,1146.533,180.4599559,-18.8705856,2639,23.638,0.078,21.923,0.049,0.058,0.02,2.4085,21.923,0.049,1.715,1,-999,-999,-999,-999,-999,-999,-999,0
1464.971,1025.998,180.46,-18.8739338,1535,23.985,0.078,22.974,0.09,0.033,0.014,0.91474,22.803,0.09,1.011,0,-999,-999,-999,-999,-999,-999,-999,0
1464.945,1095.052,180.4600009,-18.8720156,2178,22.619,0.081,20.88,0.048,0.104,0.051,6.2929,20.88,0.048,1.739,1,-999,-999,-999,-999,-999,-999,-999,0
1464.749,1600.629,180.4600077,-18.8579718,5151,25.957,0.099,24.789,0.097,-0.006,0.003,0.17193,24.618,0.097,1.168,0,-999,-999,-999,-999,-999,-999,-999,0
1464.625,1087.558,180.4600103,-18.8722238,2112,22.512,0.066,21.031,0.051,0.089,0.047,5.4777,21.031,0.051,1.481,1,-999,-999,-999,-999,-999,-999,-999,0
1463.438,1269.717,180.4600455,-18.8671638,3595,23.398,0.053,21.92,0.04,0.044,0.016,2.4135,21.92,0.04,1.478,1,-999,-999,-999,-999,-999,-999,-999,0
1463.238,1117.724,180.460051,-18.8713858,2407,22.049,0.025,21.078,0.03,0.064,0.027,5.2413,20.907,0.03,0.971,0,-999,-999,-999,-999,-999,-999,-999,0
1462.114,1081.367,180.460084,-18.8723957,2056,21.571,0.023,19.776,0.013,0.081,0.036,17.388,19.776,0.013,1.795,1,-999,-999,-999,-999,-999,-999,-999,0
1461.396,1239.458,180.4601054,-18.8680043,3431,21.037,0.008,19.055,0.004,0.04,0.022,33.805,19.055,0.004,1.982,1,-999,-999,-999,-999,-999,-999,-999,0
1460.898,1103.524,180.4601197,-18.8717803,2247,22.395,0.058,21.183,0.056,0.099,0.045,4.758,21.012,0.056,1.212,0,-999,-999,-999,-999,-999,-999,-999,0
1460.771,1244.257,180.4601237,-18.867871,3479,22.358,0.034,19.693,0.009,0.056,0.027,18.775,19.693,0.009,2.665,1,-999,-999,-999,-999,-999,-999,-999,0
1460.202,1115.448,180.4601402,-18.871449,2362,23.293,0.08,21.057,0.03,0.064,0.027,5.3449,21.057,0.03,2.236,1,-999,-999,-999,-999,-999,-999,-999,0
