1551.901,1693.741,180.4574497,-18.8553852,5251,21.849,0.005,20.887,0.004,-0.002,0.002,5.4026,20.716,0.004,0.962,0,-999,-999,-999,-999,-999,-999,-999,0
1543.004,1654.895,180.4577107,-18.8564642,5235,25.614,0.065,24.157,0.049,-0.002,0.002,0.26595,24.157,0.049,1.457,1,-999,-999,-999,-999,-999,-999,-999,0
1521.456,1666.213,180.4583433,-18.8561499,5243,26.086,0.099,24.967,0.1,-0.002,0.002,0.1261,24.796,0.1,1.119,0,-999,-999,-999,-999,-999,-999,-999,0
1519.906,1137.161,180.4583876,-18.8708458,2552,24.833,0.099,23.418,0.078,0.019,0.007,0.5254,23.418,0.078,1.415,1,-999,-999,-999,-999,-999,-999,-999,0
1516.852,1139.66,180.4584772,-18.8707764,2580,23.979,0.048,22.75,0.044,0.019,0.007,0.97177,22.579,0.044,1.229,0,-999,-999,-999,-999,-999,-999,-999,0
1503.499,1190.242,180.4588693,-18.8693713,3040,21.534,0.009,20.284,0.008,0.027,0.013,9.4177,20.113,0.008,1.25,0,-999,-999,-999,-999,-999,-999,-999,0
1503.041,1196.533,180.4588828,-18.8691966,3103,23.89,0.08,22.347,0.056,0.024,0.013,1.4082,22.347,0.056,1.543,1,-999,-999,-999,-999,-999,-999,-999,0
1497.616,1181.738,180.459042,-18.8696076,2960,23.466,0.076,21.017,0.023,0.042,0.019,4.7925,21.017,0.023,2.449,1,-999,-999,-999,-999,-999,-999,-999,0
1495.521,1183.944,180.4591035,-18.8695463,2986,21.941,0.019,20.392,0.013,0.043,0.018,8.529,20.392,0.013,1.549,1,-999,-999,-999,-999,-999,-999,-999,0
1493.186,1204.019,180.4591721,-18.8689887,3180,24.218,0.09,23.09,0.094,0.022,0.011,0.71034,22.919,0.094,1.128,0,-999,-999,-999,-999,-999,-999,-999,0
1492.295,1123.346,180.4591981,-18.8712296,2446,22.632,0.024,21.31,0.021,0.029,0.013,3.661,21.31,0.021,1.322,1,-999,-999,-999,-999,-999,-999,-999,0
