1,24.069
2,24.317
3,24.66
5,22.813
7,24.19
11,23.443
12,23.351
13,23.13
14,23.699
17,22.626
18,23.977
21,24.089
24,23.821
26,23.049
29,23.362
31,24.372
32,24.211
33,23.124
34,24.276
37,24.043
40,23.901
41,20.985
42,24.179
43,24.45
47,22.343
48,23.439
50,23.206
51,23.149
52,23.014
54,22.358
55,20.326
58,23.333
59,23.51
60,21.9
61,21.982
62,21.581
64,24.317
67,22.663
74,23.743
79,23.365
82,24.268
83,22.663
86,23.724
87,22.552
88,22.299
89,23.523
90,22.597
91,21.957
92,21.712
94,22.797
95,22.245
100,22.251
101,23.658
102,23.514
105,23.929
106,21.165
108,22.262
115,23.401
119,24.293
123,21.93
124,23.153
125,24.434
133,22.949
137,22.875
139,23.598
141,23.065
142,23.086
144,24.165
146,23.978
152,22.69
153,22.974
154,23.858
155,23.012
157,23.064
159,22.292
160,23.718
163,22.529
164,22.453
166,21.836
167,23.4
171,20.16
172,21.982
173,24.83
176,23.788
177,22.837
178,21.947
179,23.328
180,22.101
182,22.668
183,22.359
187,23.671
188,22.903
190,23.087
192,22.845
198,21.984
199,22.149
202,22.499
204,23.357
207,23.809
208,22.278
209,22.022
210,21.598
219,23.362
221,23.815
225,22.846
236,22.82
238,24.674
245,24.446
246,24.751
252,22.02
255,21.846
264,23.703
275,24.12
276,22.323
289,24.03
290,23.647
298,23.039
301,23.071
302,23.033
303,23.689
307,21.581
308,23.151
312,21.203
313,23.172
319,22.664
328,21.425
331,18.028
335,24.184
343,22.844
350,22.497
358,22.858
369,23.291
370,22.183
372,21.248
375,22.61
376,22.708
377,23.241
386,22.192
387,23.211
389,19.685
390,22.997
391,23.166
394,19.716
396,22.322
399,23.857
407,23.26
409,23.281
410,23.137
417,23.167
420,21.723
427,19.88
428,22.217
435,20.806
440,23.39
441,22.986
448,21.05
452,20.303
453,23.201
454,22.984
459,20.127
464,20.519
466,24.956
470,20.822
474,24.004
475,23.593
489,24.493
496,19.158
501,23.893
502,23.56
504,18.086
512,21.755
521,22.636
527,22.841
529,24.042
531,24.172
532,23.653
541,24.545
543,23.799
556,23.98
558,24.23
563,22.863
566,23.962
580,24.166
583,22.021
584,21.122
586,21.24
587,23.121
589,22.137
590,20.813
594,22.219
601,22.284
606,20.957
607,22.413
614,20.516
621,21.041
625,23.59
626,22.478
630,23.137
639,24.096
642,22.446
643,22.891
645,23.885
648,23.888
655,22.873
662,23.169
672,23.829
673,22.369
678,23.897
679,24.184
681,22.67
683,23.943
685,23.173
689,23.654
692,23.555
693,23.426
696,25.228
702,24.288
707,24.264
714,24.714
720,23.829
721,23.263
737,18.633
747,23.603
748,24.486
750,23.749
756,23.032
758,23.076
759,22.397
762,22.913
766,24.355
767,23.373
770,23.439
774,22.565
779,22.653
783,23.117
789,23.01
790,23.977
795,23.405
800,22.075
801,24.412
817,23.619
820,21.863
833,22.289
834,24.014
841,22.723
846,24.465
852,24.152
854,22.477
857,24.339
863,23.017
866,21.225
867,22.351
870,21.172
872,24.335
879,24.129
880,25.55
881,22.869
882,24.432
885,22.9
890,22.851
891,22.643
899,24.419
906,20.688
907,22.49
908,18.924
913,23.694
916,23.629
925,24.234
928,23.55
930,23.527
934,24.151
942,21.154
944,19.589
958,24.137
961,24.015
967,23.031
973,22.838
974,22.469
976,24.034
979,24.996
984,24.36
988,24.105
989,22.162
990,21.772
991,24.069
993,22.375
994,22.766
996,20.253
999,23.749
1002,21.28
1007,22.353
1008,23.004
1010,23.221
1011,22.244
1012,23.291
1013,22.943
1015,24.38
1016,23.616
1017,22.441
1018,22.467
1020,23.792
1021,23.163
1022,23.65
1024,22.5
1025,23.422
1029,23.495
1030,23.862
1031,23.05
1033,21.413
1035,22.569
1039,24.241
1041,22.571
1043,23.059
1044,22.257
1046,21.624
1047,22.132
1052,23.569
1055,22.675
1060,22.596
1066,22.576
1068,23.27
1070,22.722
1072,21.545
1075,22.909
1076,23.424
1077,22.627
1078,23.181
1079,24.19
1080,22.291
1081,23.189
1082,23.775
1083,21.235
1084,22.689
1086,23.369
1087,20.783
1092,24.198
1095,23.825
1103,20.971
1107,24.471
1108,23.35
1111,21.806
1114,20.944
1115,23.115
1116,22.15
1120,21.985
1123,22.166
1124,22.219
1125,22.417
1128,23.594
1130,23.022
1133,21.195
1134,22.316
1139,23.86
1141,21.583
1142,23.898
1150,22.707
1151,21.366
1152,24.092
1156,22.475
1157,22.152
1160,24.584
1162,20.85
1165,21.393
1169,20.964
1174,22.593
1175,21.778
1176,21.608
1182,21.916
1183,21.538
1185,24.355
1187,23.791
1190,23.953
1193,21.72
1194,22.575
1202,21.328
1213,23.98
1215,22.396
1219,23.198
1228,22.773
1230,23.092
1235,22.421
1236,24.199
1237,24.377
1240,22.649
1252,23.785
1253,23.991
1257,21.465
1260,23.228
1262,22.874
1264,23.036
1266,22.539
1267,22.66
1274,22.985
1275,22.725
1277,22.681
1281,24.145
1285,24.196
1286,19.245
1288,23.648
1310,20.373
1312,21.42
1315,23.955
1318,21.176
1320,22.105
1322,21.842
1338,22.878
1339,23.769
1346,22.423
1351,19.18
1355,21.755
1356,21.772
1366,23.283
1368,20.369
1374,22.812
1380,23.249
1381,22.892
1382,22.745
1397,22.503
1400,21.19
1403,22.762
1410,24.306
1412,21.076
1415,21.42
1429,21.416
1433,24.394
1437,22.74
1443,24.462
1444,21.913
1451,21.525
1469,22.42
1470,22.829
1485,24.495
1491,22.444
1492,22.45
1496,21.688
1499,23.632
1503,22.074
1508,23.015
1513,23.19
1521,23.084
1523,19.228
1529,24.635
1530,21.739
1535,22.828
1542,22.823
1544,21.441
1545,21.861
1548,22.752
1553,22.96
1554,22.255
1571,21.813
1580,22.933
1582,22.653
1586,23.26
1587,22.794
1591,23.491
1597,23.103
1599,23.322
1616,22.655
1619,21.148
1622,22.501
1626,22.054
1630,22.012
1635,22.283
1640,22.606
1646,22.231
1648,22.883
1651,22.573
1665,24.161
1671,22.392
1672,19.823
1682,22.387
1685,22.685
1691,23.016
1697,22.169
1698,22.324
1699,22.124
1705,22.51
1706,23.185
1713,21.192
1726,24.269
1731,22.637
1738,24.263
1742,22.743
1743,22.536
1748,20.484
1750,19.531
1758,19.81
1759,20.534
1767,22.026
1768,22.841
1783,21.487
1788,22.551
1789,22.14
1794,20.841
1806,22.243
1809,22.464
1811,22.241
1819,22.105
1826,22.651
1835,22.704
1838,24.407
1842,22.878
1843,22.296
1847,21.698
1872,20.201
1882,19.487
1890,23.009
1898,23.024
1922,20.958
1923,20.078
1933,23.421
1934,23.855
1954,23.692
1955,23.545
1965,23.659
1977,23.996
1978,22.81
2006,22.909
2014,22.45
2054,21.863
2059,21.481
2071,22.212
2081,23.262
2087,22.087
2089,21.207
2093,21.497
2107,21.808
2121,22.173
2130,23.107
2132,20.423
2136,19.337
2162,23.646
2164,20.345
2173,23.275
2208,22.983
2238,20.651
2252,23.208
2253,23.329
2260,23.354
2266,20.778
2269,20.423
2270,21.465
2284,20.648
2285,22.783
2286,23.516
2294,23.426
2295,21.762
2297,22.05
2298,22.136
2308,23.639
2309,22.956
2326,21.868
2334,19.464
2342,22.472
2359,20.649
2360,21.297
2363,18.836
2398,21.636
